userName,score,at,content
Alviani N.B. Rohmah,4,2024-06-07 04:54:06,banyak informasi terkait bidang yg sedang dicari
endorse emailku,1,2024-06-07 04:45:12,"Sudah 4 tahun saya pakai aplikasi ini, belum dapat pekerjaan juga. Banyak pekerjaan yang ecek ecek dan ngaku PT, kaya online shop rumahan tapi tulisanya dicari admin, purchasing, dll, padahal cuma usaha rumahan dan bulan PT. Kecewa pakai aplikasi ini karena gak menemukan pekerjaan yang perusahaan bonafit."
Eka Rahmi,4,2024-06-07 03:49:06,baik
Mashudi,5,2024-06-07 03:19:40,Sangat Membantu Tenaga Kerja Untuk Tersalurkan Jasanya
Irma Wati,5,2024-06-07 01:24:32,"Alhamdulillah belum sebulan nyobak"" melamar kerjaan lewat Glints sdh dpt kerjaan gaji 5jtan.padahal usiaku sdh 44th ijazah pun hanya paket C setara SMA.untuk teman2 yg lagi nyari kerja,intinya PD aja selama kita punya skill dan banyak pengalaman jgn mundur dan minder untuk tetap mengajukan lamaran.misal perusahaan memberi kriteria batas usia 35 atau yang di cari minimal S1 sedang usia kita sdh lebih 35 dan ijazah BKN S1 tetap ajuin lamaran jgn mundur.siapa tau perusahaan bisa memberi kesempatan"
farid prastio,5,2024-06-06 15:07:36,ccok
Rano Satriaapriliano,1,2024-06-06 13:32:56,Di kacangjn terus tod
Alia Amru falistia,3,2024-06-06 12:34:43,Mau tambah pengalaman kerja tpi nggak bisa simpan akhirnya profilnya jadi nggak lengkap Kenapa ya?
Desi Ratnasari,5,2024-06-06 11:26:07,Aplikasinyh sangat membantu bisa di kerjakan di mana saja daann uang jajan bertambah 😊😊
bara budi Jatmiko,5,2024-06-06 07:54:42,mudah dalam pengunaan
Nadi Roh,5,2024-06-06 07:53:42,Pengalaman kerja 10
Khairul Nasri,1,2024-06-06 07:05:55,sulit mencari pekerjaan di apliksi sini cba bantu
Manda Sari,4,2024-06-06 06:28:40,baik... sangat akurat
War Dani,5,2024-06-06 04:39:09,Aplikasi sangat membantu untuk para pencari kerja simple tanpa harus ribet
Sofi Rohimatul,5,2024-06-06 04:13:28,keren banget
Yulan Silaban5,1,2024-06-06 02:23:49,"Rata"" perusahaan yang buat lowongan di glints, banyak lihat doang, ga dipanggil, banyak hanya permainkan kandidat, capein saja, tidak melihat perjuangan kandidat, datang jauh"" ujungnya hanya ingin tau biodata Saja, trus tidak dipanggil lagi . Buat apa aplikasi lowongan ini dibuat, maunya dihapuskan aplikasi lowongan glints, biar perusahaan susah nyari kandidat"
Hendry Adek,5,2024-06-05 21:15:52,Yeee
Achmad Zaenuri,5,2024-06-05 14:14:39,Good
Al Imran,3,2024-06-05 13:35:15,terimakasih
Mardi Yanto,5,2024-06-05 13:19:19,baik
Encep Jamaludin,4,2024-06-05 12:08:44,semoga dapet lokor ada pangilan kerja
Muhammad Yunus (Yunus),5,2024-06-05 10:48:52,Sangat membabtu
Robi Ana,5,2024-06-05 09:26:35,sangat bagua dan membantu dlm mencari Pekerjaan
Dani Dani,5,2024-06-05 09:17:14,apk nya membantu banget ngapain lagi ayo cobain sendiri
Burhan Udin,3,2024-06-05 09:00:04,Baru coba coba pakai glint ini dan lom dapet kerja pula
Ogawa Ishii,4,2024-06-05 08:58:25,Boleh lah
YOSEP ARI KOSWARA,5,2024-06-05 08:16:53,sangat membantu
Merni Hulu07,5,2024-06-05 07:14:10,Sangat membantu sekali mudah mudahan saya di terima kerja melalui glints 😇🙏
Ipal Sandi,5,2024-06-05 07:09:20,sangat berguna
"Ma,mun Hasib dasuki",5,2024-06-05 06:16:58,bgus sekali sangat membantu saya dengan adanya aplikasi ini sangat membntu banget buway saya yang susah nyri kerja
Fu Oppo,5,2024-06-05 05:42:58,"Susah mendapatkan pekerjaan. "" Skill belum sesuai"" Mulu . G punya skill. G ada modal biaya buat pelatihan biar mendapatkan skill."
Syaiful Rahman,5,2024-06-05 04:35:00,"bagus nih, ringan banget aplikasi nya"
Baong23 ong,5,2024-06-05 02:37:20,lumayan tapi. blum tau dapet apa ga ya di aplikasi ini
Ahonk Gaming,5,2024-06-05 02:05:05,Sangat baik
Andri Nugroho,5,2024-06-05 01:41:48,sangat membantu
Ahmad Rizky Al Fajri,5,2024-06-05 01:15:40,"Aangat recommended dah, abiszzz"
Antok Marjoko,4,2024-06-05 00:39:45,Alhamdulillah sangat membantu sekali aplikasinya
Agung Permana,5,2024-06-05 00:08:55,orkes lah
FILJAM LASE ANAK NIAS,4,2024-06-04 23:30:05,sangat membantu untuk mendapatkan pekerjaan di aplikasi glints👍🏻👍🏻
Rimich ByuSe,4,2024-06-04 22:00:41,lumayan
toni sembarang,1,2024-06-04 15:07:10,belom ada bukti nyata
Jayadih Hidayahtulloh,4,2024-06-04 13:59:26,"semoga membantu para pencari kerja,semoga Indonesia semakin maju dan sukses."
NISDINA Dina,5,2024-06-04 12:16:21,opsional
M Syachva,5,2024-06-04 09:06:31,Baguss aplikasi nya
wisatawoles dot com,5,2024-06-04 08:52:16,mantab
ASEP SAEPULLOH (Asep),5,2024-06-04 06:59:41,ok
Linachan Linana,4,2024-06-04 06:12:16,saya tertarik dengan pekerjaan ini
Edi Apriyanto,5,2024-06-04 04:16:26,semoga dgn aplikasi Glint ini bisa membantu buat teman2 yg butuh pekerjaan 🙏🙏🙏
Jona Matecon,5,2024-06-04 03:24:40,sangat membantu
009 Apandi,5,2024-06-04 01:48:02,"baik, cukup puas"
rc apriwan,5,2024-06-04 01:35:34,ok
Neko Chan,5,2024-06-04 01:13:28,👍
Muhammad Rezi,5,2024-06-03 17:18:42,makasih
Haikal Farid,5,2024-06-03 15:54:56,aplikasi nya sangat membantu dan sangat bermanfaat terima kasih banyak yach
laskar nkri,3,2024-06-03 11:43:52,Aplikasinya koq ga bs kebuka ya skarang? Padahal baru semalam sy buka.. Koq skarang loadingnya lama banget?Tidak ada Panggilan Interview dari Aplikasi ini.. Payah ga ngebantu..
Shofwan Khozin,5,2024-06-03 11:16:43,semoga bisa memberikan lowongan pekerjaan dengan cepat
Amel Amel,5,2024-06-03 11:08:53,bagus banget
Eka Amalia Mutia,1,2024-06-03 08:04:15,Setiap lamaran kerja pasti jawabannya kadaluarsa lah skill udah jelas jelas saya lamar sesuai dengan kemampuan saya kalo memang udah tutup tidak usah buka lagi
Ariyo sutirto,4,2024-06-03 06:42:36,sementara ⭐ 4 dulu ya gaesss
Faisal Iya,2,2024-06-03 06:01:52,"Fresh Graduate, 1000 lamaran belum ada yang terima sedih sedih😓😢"
Nurul Nurul,5,2024-06-03 04:47:36,aplikasinya sangat mudah di pahami dan fitur fitur nya sangat lengkap dan mudah di pahami pokoknya wajib download aplikasi ini ☺️🥰
Vanessa Rahma,5,2024-06-03 03:59:41,saya sangat senang sekali
Isak Olay,5,2024-06-03 02:10:00,oke
Bunda Raty,4,2024-06-02 16:08:50,"Bayangan sayabini akan lebih baik jika karena kami akan diajarkan untuk bekerja tapi kami belum membuktikan . Makanya saya kasih 4 bintang Harusnya permintaan penilaian bintang setelah praktek, bukan sebelum praktek"
Mnur Rohman,4,2024-06-02 08:43:23,4 dulu bila ada kemajuan dalam aplikasi tambah 1
Pris Qomar,5,2024-06-02 06:30:05,Pokoknya siiplah
M Kadafit,4,2024-06-02 03:12:36,baru mencoba aplikasi ini semoga saja dpt pekerjaan
Indra Kusumah,5,2024-06-02 01:02:12,"Aplikasi yang bagus, sangat membantu sebagai penghubung antara pencari kerja dan penyedia pekerjaan, semoga menjadikan keberkahan bagi pembuat dan pengelola aplikasi ini... Aamiin Yaa Rabbal 'Aalamiin"
Hasan Basri,4,2024-06-02 00:42:14,cobak
Abdul Gopur,5,2024-06-01 22:47:31,untuk informasi tentang lowongan pekerjaan sangat membantu saya dalam mencari pekerjaan yang sesuai dengan pengalaman saya.
Hendry Hendry,5,2024-06-01 16:35:44,Bagus
Bimawan Nyoman,5,2024-06-01 15:38:35,verry good
axelle fathara adya putra,4,2024-06-01 12:10:43,aplikasi oke
xamxul arifin,5,2024-06-01 11:05:59,"sangat membantu, thanks"
Sinta Tari,5,2024-06-01 07:24:30,terimakasih
Andi Prianto,5,2024-06-01 05:59:51,ok
Abdul Makmur,3,2024-06-01 05:37:00,"Sayang sekali tidak ada keharusan bagi team HR untuk konfirmasi bagi setiap pelamar. Iya saya tau gak mungkin ratusan cv di konfirmasi satu persatu. Masukan saja untuk pengembang : agar di tambah bintangnya nanti, 1. baiknya data cv yang masuk ke perusahaan auto terhapus jika dalam waktu 7 hari kerja tidak di baca atau tidak ada konfirmasi Supaya team HR perusahaan lebih serius dalam merekrut calon melalui platform loker tidak hanya memasang dan menutup loker."
Muhammad Pirman,5,2024-06-01 03:50:42,Bagus recommended
Fhanka Always,3,2024-06-01 01:46:04,"insya ALLAH bagus,sangat membantu orang yang cari kerja🙏"
Zul Lena,4,2024-05-31 19:11:49,keren
fajar cahyadi,5,2024-05-31 11:28:48,oke
Su Martono,5,2024-05-31 09:58:12,Mantab dan sangat menbantu
Muhammad Ferdiyansyah,5,2024-05-31 08:28:51,bagus
Urwatul Wusqa,4,2024-05-31 07:37:09,baik
ha nafi,1,2024-05-31 07:06:54,Aplikasi nya sdh bahus. Dan respon HRD cepat. Tetapi. Tolong filter untuk lokasi di tingkatkan. Filter lokasi sangat buruk.
Surya Dimas Nata,5,2024-05-31 06:15:14,"Aplikasi sangat membantu sekali untuk berkomunikasi langsung antara pencari kerja dengan pemberi lowongan kerja. Akan tetapi aplikasi ini harus di perbaiki, terutama di filter jenis pekerjaan dan lokasi kerja yang ingin di cari, sehingga muncul sesuai yang di cari, kalo yang saat ini terjadi masih random dari Sabang sampai Merauke keluar semua."
D' Techno Solution,5,2024-05-31 02:27:41,bagus
mukhtar rosidin14,5,2024-05-30 17:43:11,sangat membantu
Achim 01,5,2024-05-30 16:28:47,baik
Rafles Silaban,5,2024-05-30 14:46:32,Salah satu aplikasi pendukung untuk mencari info pekerjaan
Uswa Tun,5,2024-05-30 14:41:30,bagus bgt tapi kurang relatif apa lgi aku di pulau Belitung tolong dong lebih luas lgi biar mudah jangkau nya terima kasih
Vista Pramawati,5,2024-05-30 12:28:44,semoga lewat app ini saya mendapatkan pekerjaan yang bisa dikerjakan dari rumah amiin
Meyrcilia Jacobs,5,2024-05-30 09:24:05,Aplikasinya sangat membantu utk para pencari kerja. Mantap
Candra Iswatul26,5,2024-05-30 04:27:08,bagus
Nursandi Saputra,2,2024-05-29 16:31:34,bagus aplikasi nya
Alfiansyah,5,2024-05-29 14:06:47,bismillah dpt kerjaan.
Ega Herdiana,1,2024-05-29 13:08:24,tidak mudah daftarkan nya
Rizki Fauzi,3,2024-05-29 11:12:24,sangat membantu
Dede arif setiawan,5,2024-05-29 11:07:49,mantap
Fann Pryga,5,2024-05-29 07:56:10,👍
Eka Lisna,5,2024-05-29 07:30:33,"mantap, semoga aku dapat kerja kembali"
Obi Tne,5,2024-05-29 07:08:11,sangat baguss
Zuan Sianturi,5,2024-05-29 07:07:30,baik
Andri Gouw,5,2024-05-29 04:53:56,good to the better
Denny Yagami,1,2024-05-29 00:18:39,"Mengapa tidak ada lowongan di kota yang saya filter, sedangkan di aplikasi lainnya sangat banyak. Dan juga pilihan filternya sangat sedikit hanya menyediakan lowongan tertentu di kota2 besar, maaf saya uninstall aplikasi ini karena sangat terbatas."
roronoa,4,2024-05-29 00:15:37,"Tidak ada aplikasi sempurna, bagaimanapun saya berterimakasih dengan semakin banyaknya aplikasi lowongan online sangat membantu orang-orang yang membutuhkan pekerjaan, fitur chat HRD ada atau tidak sebenarnya sama saja karena tidak ada HRD yang merespon chat tersebut."
Kristina Kewa sabon,1,2024-05-28 23:55:22,kerenn
"Ali Bram,s",5,2024-05-28 16:14:43,bagus
Fatima Lala,3,2024-05-28 13:28:30,"Cukup membantu dalam mencari pekerjaan,part time,full time,maupun remote semuanya ada."
Inha Kolly,1,2024-05-28 13:24:37,Bagus sii bagus Tapi aneh masa semua lamaran yg di kirim sudah sesuai semua Tapi tidak ada 1 pun yg keterima sama HRD nya
Parlan,5,2024-05-28 08:03:15,Sangat membantu keuangan
Sudarman 24,5,2024-05-28 02:53:33,sangat membantu sekali
Putih Karina,5,2024-05-28 02:52:44,"good apk, helply."
Dicha Sebastian,5,2024-05-27 21:05:04,"Thank you aplikasi yg membantu saya dlam mendapatkan kerjaan sebagai catatan buat managemen glints yg saat ini banyak menggunakan tlong remind untuk para company yg menggunakan aplikasi tolong jangan banyak PHP ke para pencari kerja sprti belom membaca CV langsung pesan otomatis belum sesuai, atau sedang komunikasi tpi tak ada kabar lagi."
Mulyana,5,2024-05-27 11:42:19,Fiturnya lengkap
Nas Nasrudin,4,2024-05-27 09:59:53,mudah. bagus
reupload untoldstory,5,2024-05-27 07:47:37,"ok,saya pakai dulu"
Ahmad Aufa 2000,5,2024-05-27 07:03:08,Lumayan buat cari loker 👍
Guna Wan,5,2024-05-27 06:48:07,sangat membantu
Afrilia Bella,5,2024-05-27 06:15:16,aplikasinyaa bagus semoga saya cepat di terima kerja🙏🏻🙏🏻
My Shifa,5,2024-05-27 05:58:29,"Bagus mudah, tapi itu2 aja lokernya"
Marbers Marpaung,5,2024-05-27 05:15:27,sangat baik
Akbar Rizkianto,5,2024-05-27 05:12:14,hahahha
Keysa Key,4,2024-05-27 03:59:29,tidak ada yang menerima saya bekerja
Aditiya Canel,5,2024-05-27 03:44:26,siipp
Qomaru 28,5,2024-05-27 02:20:40,mantap
kang Idur,3,2024-05-27 02:05:54,baru nyoba apk ini semoga gampang dapet kerjaan nya amin
Sutrisno Sutrisno,5,2024-05-26 17:26:03,apk ny bgus bngt tetep semangat buat yg punya apk ini
Yolna Yol,5,2024-05-26 16:48:01,bagus
Joy Somalinggi,5,2024-05-26 15:16:49,terimakasih glints
Giri Nugroho,5,2024-05-26 14:07:48,bagus semoga ajja bisa keterima kerja dengan aplikasi ini aamiin
albet sanjaya,5,2024-05-26 14:02:57,"Aplikasi Bagus, cocok buat Para pencari kerja"
david Daulay,5,2024-05-26 12:56:39,mantap
Fajar Sad boy,5,2024-05-26 10:01:28,good
Meisya Indah Putri Devita,1,2024-05-26 08:00:14,Udah masukin cari loker di domisili yang keluar di luar domisili semua. Kalau emang gak ada gpp g ush dikeluarin lokernya
Sarlan Alan,5,2024-05-26 06:56:12,mudah mudahan cepat di panggil kerja nya
rafif jaya,1,2024-05-26 03:03:39,Fake Jobs apk
Samuel Isai,3,2024-05-26 00:20:52,apk yang membantu
iis komariah,5,2024-05-25 23:31:35,aplikasi yang sangat membantu
Thresiade putra,5,2024-05-25 16:22:22,bagys
Tony Setiawan,5,2024-05-25 13:02:54,Semoga ada yg masuk lokernya
Herry Hartanto,1,2024-05-25 12:49:28,"Terlalu ribet dibanding aplikasi pencari loker lain, preferensi bidang malah dibatasi 5 doang, terus preferensi lokasi kerja juga dibatasi 3 itupun cuman bisa pilihan kota/ kabupaten bukan provinsi, lokerpun juga sedikit dibanding aplikasi pencari loker lain... Benahi program anda, bikin user nyaman bukan malah bikin user kesel sama program anda yg ribet, belajar dari aplikasi lain..."
Akhsanul Muqorobin,4,2024-05-25 08:48:02,mantab
Rasya Athaya,3,2024-05-25 07:36:07,buat sy loker glints cukup menarik
Dawani Chanatcha,5,2024-05-24 23:45:31,sangat praktis
Johan Kristanto,5,2024-05-24 22:24:49,ter the best!!!
Mohammad Yusuf,5,2024-05-24 14:05:31,bagus
Samson Adam,1,2024-05-24 11:40:14,GK ad yg serius semua lokerny
Hidayat Jepara,5,2024-05-24 08:08:59,"skema dan susunan nya bagus, begitu tertata sangat rapi."
Yudo Kristiaji,5,2024-05-24 06:49:28,tul
Muhamad Fauzan,5,2024-05-24 04:41:42,bagus
Andi Putra,4,2024-05-24 03:22:17,sangat bermanfaat bagi keluarga
Ervin Budianto,5,2024-05-24 02:12:22,bagus
Riyan Wilantara,5,2024-05-24 01:48:08,bagus
budi wurindra,5,2024-05-23 22:59:57,situs terpercaya cari kerjaan yang baik
Wirna Sakti,1,2024-05-23 22:49:05,Filter lokasi tidak bekerja dengan baik
Ahmad Setiawan Nur ruaw,5,2024-05-23 20:04:21,aplikasi bagus ..kalau bisa pekerjaan d tambah banyak aja ..fitur bagus ..gampang d gunakan gratis pula tetap semangat perbarui aplikasi lebih baik
Yan Syofyan,5,2024-05-23 15:43:28,bermanfaat sekali bagi orang banyak
Jio Penta,2,2024-05-23 11:54:48,"Banyak perusahaan ga jelas, Kalaupun ada rata-rata perusahaan branding biar terkenal aja nama perusahaannya."
Ade Rina,5,2024-05-23 11:38:16,good
Abd Rouf,5,2024-05-23 09:35:00,bagus
Valen Noya,5,2024-05-23 07:56:21,Sangat bermanfaat
Heru Hermansyah,5,2024-05-23 05:51:11,sangat membantu untuk mencari pekerjaan
Nabila Qiana,4,2024-05-23 05:33:20,ok
Muhamad Fahmi Amir,5,2024-05-23 01:46:22,Mantap
Holis Ukasyah,5,2024-05-22 22:20:58,"Bersyukur bgt ada apk inii, sangat membantu sekali buat pengguna yang lagi cari pekerjaan😭"
Andika Sanjaya,5,2024-05-22 15:06:09,Bagus sekali untuk yang mencari pekerjaan
Tuti Astuti,5,2024-05-22 14:04:52,wow
Dani Soeharto,3,2024-05-22 13:03:13,👍🏼👍🏼👍🏼👍🏼👍🏼
Isma Wati,5,2024-05-22 12:32:50,bismillah semoga bisa dapat membantu
Madona Mauw,5,2024-05-22 11:30:41,Baik dan nyaman di gunakan
Gito Fauzi,4,2024-05-22 10:48:15,"bagus , kalo sudah keterima kerja . aku tambah bintangnya"
eri cutaeri,5,2024-05-22 02:15:31,"untuk saya yg baru lulus SMK apk ini benar"" sangat membantu karena informasinya begitu membantu 🤩"
Asep Sunandar,5,2024-05-22 01:09:54,Semoga membantu saya dalam mencari pekerjaan.
yesa awaa,5,2024-05-22 00:50:47,recommended bgt deh asli
Herry Torkis,5,2024-05-21 23:59:02,good
Dila Amelia,5,2024-05-21 14:40:28,memuaskan
Salsa Billa,5,2024-05-21 14:26:57,sedikit belum tahu
Shelly sri Anggraeni,3,2024-05-21 14:12:39,Buka aplikasinya bagus cuman masih ada book kayak kalau mau cari disesuai profesi atau wilayah tapi masih tidak berguna itu pencarian filternya cari khusus di daerah Bandung tapi yang muncul daerah Jawa Barat semua bukan daerah Bandung saja kalau kita filter prosesi tapi masih aja Muncul semua profesi bukan hanya profesi yang kita inginkan
Anisaa aa,5,2024-05-21 12:50:57,"Terimakasih buat aplikasi Glints,Baru pertama download langsung di panggil dan di terima perusahaan bagus. Intinya jangan kebanyakan ngeluh tapi perbanyak usaha dan doa, Aplikasi ini adalah bagian dari usaha kita. Kalau belum ya usaha lagi dengan cara lain. semangat buat para pencari kerja🥰. Dan terimakasih banyak Glints❤️ Rekomen banget buat para fresh graduate,Nyata,simple dan yang pasti Terpercaya💐"
Rio Setiawan,3,2024-05-21 11:09:58,baik
M AKRAM,3,2024-05-21 10:17:23,ingin kerja
Jemri Sopaba,5,2024-05-21 07:54:55,"baru download kemarin semoga bisa dapat kerjaan, amin"
Syahrul Ramadhan,5,2024-05-21 07:29:18,sangat membantu
Nurliana Adam,5,2024-05-21 05:16:09,sangat membantu
Gilang Abdienegara86,4,2024-05-21 04:18:07,nice
jursan jursan,5,2024-05-21 02:59:06,"aplikasi ini sangat bagus,cocok untuk para pencari kerja"
Rizal Gitayana,5,2024-05-21 02:54:45,aplikasi yg sangat bagus
Apri Roesland,5,2024-05-20 19:05:41,sangat membantu
Mohamad Aluwi Raka,5,2024-05-20 18:18:40,sangat simpel penggunaanya
Rikar Mega,5,2024-05-20 14:31:18,bagus
Fatimah usman indra,5,2024-05-20 10:24:07,saya lagi cari kerja jadi supir
Bento Abiansyah,5,2024-05-20 09:25:59,bagus
Novi Aulia,2,2024-05-20 08:54:13,Payah gapernah ada yg nyangkut
Rizki Maulana,5,2024-05-20 08:53:33,membantu
narapraja JR,5,2024-05-20 08:30:19,good
IRFAN A.K,4,2024-05-20 07:41:34,cukup bagus
Megi Virnando1,5,2024-05-20 07:19:18,ok
Steven Hari,5,2024-05-20 07:01:15,lumayan cmen masi menunggu saya tuk di panggil apakah bener di panggil atw tidak di APP yg saya pakai ini. mudahan yg saya harap kan..
dandi haikal,4,2024-05-20 06:55:06,good enough
Siti Tamimah,3,2024-05-20 06:09:18,gk tau karena baru gabung
Budi Setiawan,5,2024-05-20 04:38:55,mudah mudahan bagus
Novi Suryani,5,2024-05-20 04:27:26,"menggunakan applikasi glints sangat cocok untuk saya karena tidak ribet dan mudah dimengerti struktural tools dr apps ini. terimakasih, semoga sy segera berjodoh dan dekat dg rumah saya. semangaat glints"
adelia rahma,5,2024-05-20 03:07:01,ok
Tri Joko Sungkono,4,2024-05-20 00:14:53,"sedang mencoba untuk melamar, smg ada hasil baik sesuai ekspektasi, jika ada goal auto up stars"
Deri,4,2024-05-19 16:33:33,like it
Yudi Yanto,4,2024-05-19 11:22:05,bagus
Sarka ni,5,2024-05-19 09:31:17,bermanfaat sekali tks
Muhammad Ardiansyah,5,2024-05-18 23:38:26,sangat cocok untuk saya
supriatna rudiansyah,5,2024-05-18 17:10:47,sangat membantu
Syahreza Qori,5,2024-05-18 13:14:36,aplikasi pencarian kerja yang bagus
Zhul Karnaen,5,2024-05-18 12:20:21,Mantap
Meliana Dewi,5,2024-05-18 12:16:34,"mudah di gunakan.mudah""an cepet dapat kernaan"
Helmy Nanulait,5,2024-05-18 08:53:11,sangat baik
sofwan haeruman,5,2024-05-18 07:42:15,"Aplikasinya simple, midah digunakan"
Kisman Kisman,5,2024-05-18 07:20:09,baik
ANSORI WIJAYA,3,2024-05-18 07:15:50,belum ada perkembangan terhadap lamaran saya
Heru Pranoto,1,2024-05-18 04:05:05,"Saya uninstall. Banyak perusahaan yang tidak jelas, untuk rate salary, ruang lingkup pekerjaan, lokasi kerja."
Muhamad Ilham,5,2024-05-18 03:15:21,Mantul
Rio Rio,5,2024-05-18 02:55:17,sangat bagus
Ulul Azzy,5,2024-05-18 01:16:53,good job glints
Fadhia Chairunissa,5,2024-05-18 00:33:20,bagus sekali
Catur Gcl,4,2024-05-17 23:51:27,Alhamdulillah baik
Muhammad Fahri,5,2024-05-17 16:00:07,baguus
Noor Afni,5,2024-05-17 07:02:27,banyak info lowongan pekerjaan nya
Ryan Aa,5,2024-05-17 02:19:12,good
Maria Laurensia,5,2024-05-17 02:12:14,sangat berguna dan bermanfaat bagi aku sebagai pekerjaan sampingan
sam suri,5,2024-05-16 20:31:24,ok
Just Corrie,3,2024-05-16 15:32:15,saya udah pilih kota yang saya mau tapi kenapa munculnya malah semua kota di pulau jawa. ga sesuai dengan semua referensi yang saya tulis dan pilih. cari lokernya yang saya mau jadi kelamaan. belum lagi upload cv nya susah. udah di pilih pdf tapi tetap di tolak alasan bukan pdf. gmn sih ini...
Enos Hasugian,5,2024-05-16 15:06:28,menarik
Fery Gunawan,4,2024-05-16 14:52:38,sangat recomended untuk para pencari kerja
Ahmad Dikin,5,2024-05-16 14:31:38,"banyak loker, mudah""an terkirim langsung chat sama perusahaannya."
Ristahul Hamzah,5,2024-05-16 14:07:38,baik
Zidan Rizky,3,2024-05-16 11:18:29,baik masih coba
Adittt,3,2024-05-16 10:25:23,kalo dah dapet pekerjaan saya tambahkan bintangnya
Arif Prayogi,5,2024-05-16 09:31:17,good
Adi Nugraha,5,2024-05-16 08:44:03,sangat membantu terimakasih ❤️
Stnurchofiyah Ovi,1,2024-05-16 05:32:54,satu dulu
Marez Pegora,5,2024-05-16 04:51:18,sangat membantu
Wi Dayat,5,2024-05-15 18:04:23,mantab dan cepat proses nya
Budi Satria,5,2024-05-15 16:57:54,Good
Adhitya Jihad MR,5,2024-05-15 16:43:18,cakep
Dian Supiandi,5,2024-05-15 14:06:33,puas
#Argumen,3,2024-05-15 12:46:59,untuk sementara B3 dulu
Tonny AW,5,2024-05-15 11:56:24,ok
Erfan Darisman SPN,5,2024-05-15 10:22:06,"Aplikasi Bagus 👍👍🌟 lebih Praktis dibanding app serupa yng lain. Sangat Membantu Masyarakat yng lagi cari Aktifitas Positif (bekerja dll), dan mbantu Perusahan yng sdg mencari SDM sesuai harapan. moga Glint kedepan makin Sukses 🥇🇮🇩"
Tein Ngoraitji,5,2024-05-15 09:48:36,mantap
M. Salman alfarisyi,3,2024-05-15 09:27:11,Aplikasinya bagus dan relevan
dimas prayogo,5,2024-05-15 09:17:38,aplikasi ini sangat baik
Taufik Opec,5,2024-05-15 08:50:35,sangat membantu mencari kerja
Andre Gultom,5,2024-05-15 08:12:39,Nice Apps
Abimanyu Triwidodo,5,2024-05-15 08:00:57,good
Raline Mekka,5,2024-05-15 07:58:16,ok
mariska maris,5,2024-05-15 07:52:23,Sangat membantu untuk mencari imfo lowongan pekerjaan.
DEN AJI RAY,5,2024-05-15 07:34:02,semoga dapet kerja yg terbaik
Febrico Tandayu,5,2024-05-15 05:44:41,Baik
Endah Pus,5,2024-05-15 03:32:33,"mudah bgt lamar pake aplikasi ini, bs chat hrdnya lgsg. mantab. g perlu waktu lama apply kita bakal dilanjut/ga. jd g perlu cemas lgsg tau deh"
Umar Ramadhan,2,2024-05-14 21:39:26,"no dark mode, no 5 stars"
Edi Suryadi,5,2024-05-14 10:53:30,yang dekat
irwan hamdani,5,2024-05-14 10:28:35,Ok juga
Hanif Maulana Prandahari,5,2024-05-14 09:44:20,nntap
IRSAN NASRULOH,5,2024-05-14 09:02:30,"aplikasinya keren banget untuk mencari lowongan kerja, karena aplikasi ini menyediakan banyak lowongan kerja"
Irham Bukalapak22,4,2024-05-14 08:13:34,sengt membantu
Maigel Fernando,5,2024-05-14 07:46:12,Ok
Yodis Setiawan,5,2024-05-14 05:41:30,good
AJI DWI SANTOSO,5,2024-05-14 04:38:01,👍
nisa. karomah.107,5,2024-05-14 04:32:36,"Guys klok kalian lamar online hati2 ya. Baru aja kejadian di saya, saya kena tipu sama perusahaan abal2. Nama perusahaannya PT. MAJUTRANS LOGISTIK INDONESIA. Di chat lewat wa dpt undangan interview JANGAN MAU YA. Terus klok nama perusahaannya dicari di google, di maps terus GK muncul fiks itu abal2"
Khairul Azmi,1,2024-05-14 04:10:50,"Kurang bagus ini aplikasi, masak iya gak bisa filter area atau tmpt tinggal, yg muncul lokernya malah yg di luar pulau"
Infinix Hot10s,5,2024-05-14 02:05:30,bagus
Dingga Apris,5,2024-05-14 01:43:00,baik
Nike Hutabarat,5,2024-05-13 23:45:34,Sangat baik🥰
Nurul Aulia,1,2024-05-13 22:37:06,"Fitur pencarian tidak relevan dengan hasilnya. Berulang kali di update hasilnya sama aja, pun loker di kotaku dalam aplikasi ini nyaris tak ada. Ya sudah uninstal aja."
Jimmy Willis,5,2024-05-13 19:23:36,semoga bermanfaat. amin
Nikah Lagi,5,2024-05-13 18:46:30,good
yulian Almuhemini,5,2024-05-13 16:26:38,"sangat membantu ..semoga melalui loker dari glints,bisa dapet job .fast respond ,sukses selalu glints"
ENDANG SUNANDAR,5,2024-05-13 16:21:22,MEMBANTU MEREKA YANG TERTARIK SERTA COCOK UNTUK SEBUAH PEKERJAAN YANG LAYAK SESUAI DENGAN KEMAMPUAN KEMAMPUANNYA
cherry,5,2024-05-13 15:48:53,"one of the better job application app out here, and employer at least respond to applications instead of blueballing applicants"
andika fani,5,2024-05-13 11:21:31,ok
muhammad saputra,5,2024-05-13 10:54:27,aplikasi pencari lowongan kerja paling baik ✨✨✨
Andi Twin,5,2024-05-13 10:14:28,sangat membantu
shahrizal muhammad abdillah,5,2024-05-13 06:27:37,keren
nc ptrd,5,2024-05-13 05:49:56,aplikasi yang sangat membantu kita untuk mencari informasi lowongan kerja di berbagai macam daerah
Bangkit Aji Kencana,5,2024-05-13 04:25:51,keren
budi sulistiyo,5,2024-05-13 03:34:35,sangat membantu
